predictor_one	predictor_two	average_corr_one	average_corr_two	raw_permutation_p	fdr_corrected_p
L_DLPFC_T2	R_DLPFC_T2	0.16091820177181512	0.18534098862983225	5.206227636618447e-06	2.8321878343204347e-05
L_DLPFC_T2	L_SMA_T2	0.16091820177181512	0.18534098862983225	5.206227636618447e-06	2.8321878343204347e-05
L_DLPFC_T2	L_PTL_T2	0.16091820177181512	0.16091820177181512	0.5	0.5
L_DLPFC_T2	L_IFGorb_T2	0.16091820177181512	0.16091820177181512	0.5	0.5
L_DLPFC_T2	R_IFGorb_T2	0.16091820177181512	0.18534098862983225	5.206227636618447e-06	2.8321878343204347e-05
R_DLPFC_T2	L_SMA_T2	0.18534098862983225	0.18534098862983225	0.5	0.5
R_DLPFC_T2	L_PTL_T2	0.18534098862983225	0.16091820177181512	5.206227636618447e-06	2.8321878343204347e-05
R_DLPFC_T2	L_IFGorb_T2	0.18534098862983225	0.16091820177181512	5.206227636618447e-06	2.8321878343204347e-05
R_DLPFC_T2	R_IFGorb_T2	0.18534098862983225	0.18534098862983225	0.5	0.5
L_SMA_T2	L_PTL_T2	0.18534098862983225	0.16091820177181512	5.206227636618447e-06	2.8321878343204347e-05
L_SMA_T2	L_IFGorb_T2	0.18534098862983225	0.16091820177181512	5.206227636618447e-06	2.8321878343204347e-05
L_SMA_T2	R_IFGorb_T2	0.18534098862983225	0.18534098862983225	0.5	0.5
L_PTL_T2	L_IFGorb_T2	0.16091820177181512	0.16091820177181512	0.5	0.5
L_PTL_T2	R_IFGorb_T2	0.16091820177181512	0.18534098862983225	5.206227636618447e-06	2.8321878343204347e-05
L_IFGorb_T2	R_IFGorb_T2	0.16091820177181512	0.18534098862983225	5.206227636618447e-06	2.8321878343204347e-05
