predictor_one	predictor_two	average_corr_one	average_corr_two	raw_permutation_p	fdr_corrected_p
L_DLPFC_T1	R_DLPFC_T1	0.24723164419136473	0.24723164419136473	1.0	1.0
L_DLPFC_T1	L_SMA_T1	0.24723164419136473	0.17493553297574735	0.000999000999000999	0.0018470418470418473
L_DLPFC_T1	L_PTL_T1	0.24723164419136473	0.1915097424206164	0.000999000999000999	0.0018470418470418473
L_DLPFC_T1	L_IFGorb_T1	0.24723164419136473	0.15850959181452856	0.000999000999000999	0.0018470418470418473
L_DLPFC_T1	R_IFGorb_T1	0.24723164419136473	0.24723164419136473	1.0	1.0
R_DLPFC_T1	L_SMA_T1	0.24723164419136473	0.17493553297574735	0.000999000999000999	0.0018470418470418473
R_DLPFC_T1	L_PTL_T1	0.24723164419136473	0.1915097424206164	0.000999000999000999	0.0018470418470418473
R_DLPFC_T1	L_IFGorb_T1	0.24723164419136473	0.15850959181452856	0.000999000999000999	0.0018470418470418473
R_DLPFC_T1	R_IFGorb_T1	0.24723164419136473	0.24723164419136473	1.0	1.0
L_SMA_T1	L_PTL_T1	0.17493553297574735	0.1915097424206164	0.1968031968031968	0.2710931452653307
L_SMA_T1	L_IFGorb_T1	0.17493553297574735	0.15850959181452856	0.23076923076923078	0.31578947368421056
L_SMA_T1	R_IFGorb_T1	0.17493553297574735	0.24723164419136473	0.000999000999000999	0.0018470418470418473
L_PTL_T1	L_IFGorb_T1	0.1915097424206164	0.15850959181452856	0.008991008991008992	0.014441157298300157
L_PTL_T1	R_IFGorb_T1	0.1915097424206164	0.24723164419136473	0.000999000999000999	0.0018470418470418473
L_IFGorb_T1	R_IFGorb_T1	0.15850959181452856	0.24723164419136473	0.000999000999000999	0.0018470418470418473
